2025-09-03 21:44:27 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/363.0.743255906 Mobile/15E148 Safari/604.1
2025-09-03 21:47:31 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1
2025-09-03 21:47:31 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:31 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:31 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:47:32 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:47:33 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:33 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:33 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:47:35 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:47:35 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:35 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:35 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:47:36 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1
2025-09-03 21:47:37 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:37 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:37 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:47:38 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1 Ddg/18.4
2025-09-03 21:47:39 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:39 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:39 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:47:40 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36
2025-09-03 21:47:40 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:40 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:40 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:47:42 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/363.0.743255906 Mobile/15E148 Safari/604.1
2025-09-03 21:47:43 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:43 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:43 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:47:45 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36
2025-09-03 21:47:45 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:45 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:45 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:47:46 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:47:47 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:47:47 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:47:47 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:48:08 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36
2025-09-03 21:48:08 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:08 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:08 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:48:10 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.5694.1352 Mobile Safari/537.36
2025-09-03 21:48:10 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:10 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:10 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:48:11 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
2025-09-03 21:48:11 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:11 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:11 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:48:13 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3324.1602 Mobile Safari/537.36
2025-09-03 21:48:14 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:14 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:14 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:48:15 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/135.0.7049.83 Mobile/15E148 Safari/604.1
2025-09-03 21:48:15 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:15 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:15 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:48:16 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36 Edg/100.0.1185.36
2025-09-03 21:48:16 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:16 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:16 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:48:18 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:136.0) Gecko/20100101 Firefox/136.0
2025-09-03 21:48:18 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:18 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:18 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:48:19 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:48:19 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:19 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:19 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:48:20 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
2025-09-03 21:48:21 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:21 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:21 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:48:22 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
2025-09-03 21:48:22 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:22 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:22 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:48:24 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:48:24 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:24 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:24 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:48:25 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
2025-09-03 21:48:25 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:25 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:25 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:48:27 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:48:27 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:27 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:27 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:48:28 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/135.0.7049.83 Mobile/15E148 Safari/604.1
2025-09-03 21:48:28 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:28 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:28 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
